Collisions_CONTRIBUTING FACTOR VEHICLE 1,Collisions_VEHICLE TYPE CODE 1,Collisions_VEHICLE TYPE CODE 2,Collisions_VEHICLE TYPE CODE 3,Arrests_PD_DESC,Arrests_AGE_GROUP,Arrests_PERP_SEX,Arrests_PERP_RACE,Complaint_LAW_CAT_CD,Complaint_PD_DESC,Complaint_PREM_TYP_DESC,Complaint_SUSP_AGE_GROUP,Complaint_SUSP_RACE,Complaint_SUSP_SEX,Complaint_VIC_AGE_GROUP,Complaint_VIC_RACE,Complaint_VIC_SEX,Shooting_LOCATION_DESC,Shooting_STATISTICAL_MURDER_FLAG,Shooting_PERP_AGE_GROUP,Shooting_PERP_SEX,Shooting_PERP_RACE,Shooting_VIC_AGE_GROUP,Shooting_VIC_SEX,Shooting_VIC_RACE,sector index
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Sedan,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,WHITE,FELONY,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,UNKNOWN,ASIAN / PACIFIC ISLANDER,F,25-44,WHITE,F,,,,,,,,,3786
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,BLACK,FELONY,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,45-64,WHITE,F,,FALSE,,,,25-44,M,WHITE,3787
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"NY STATE LAWS,UNCLASSIFIED MISDEMEANOR",25-44,M,WHITE,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",OTHER,(null),(null),(null),UNKNOWN,UNKNOWN,D,,,,,,,,,3788
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,BLACK,MISDEMEANOR,ASSAULT 3,STREET,UNKNOWN,UNKNOWN,U,45-64,WHITE,F,,,,,,,,,3789
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,BLACK,FELONY,"LARCENY,PETIT FROM STORE-SHOPL",RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,M,25-44,UNKNOWN,F,,,,,,,,,3790
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,PASSENGER VEHICLE,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,BLACK,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,UNKNOWN,WHITE,M,,,,,,,,,3791
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,BLACK,FELONY,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,UNKNOWN,UNKNOWN,U,25-44,WHITE,F,MULTI DWELL - PUBLIC HOUS,FALSE,45-64,M,BLACK,25-44,M,BLACK,3792
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,UNKNOWN,Station Wagon/Sport Utility Vehicle,"MARIJUANA, POSSESSION 4 & 5",18-24,M,BLACK,,,,,,,,,,,FALSE,,,,25-44,M,BLACK,3793
Following Too Closely,Sedan,Sedan,Sedan,"MARIJUANA, POSSESSION 4 & 5",18-24,M,WHITE HISPANIC,,,,,,,,,,,,,,,,,,3794
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,"MARIJUANA, POSSESSION 4 & 5",25-44,M,WHITE,FELONY,"LARCENY,GRAND OF BICYCLE",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,M,UNKNOWN,UNKNOWN,D,,TRUE,45-64,M,WHITE,25-44,M,WHITE,3795
Driver Inattention/Distraction,Sedan,Sedan,PASSENGER VEHICLE,ASSAULT 3,25-44,M,WHITE,MISDEMEANOR,"LARCENY,PETIT OF BICYCLE",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,25-44,UNKNOWN,M,,,,,,,,,3796
Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,ASSAULT 3,25-44,M,WHITE,MISDEMEANOR,"LARCENY,PETIT BY CHECK USE",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,45-64,WHITE,F,,,,,,,,,3797
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE HISPANIC,FELONY,"LARCENY,PETIT OF LICENSE PLATE",STREET,UNKNOWN,UNKNOWN,U,25-44,UNKNOWN,M,,,,,,,,,3798
Failure to Yield Right-of-Way,Taxi,PASSENGER VEHICLE,,"MARIJUANA, POSSESSION 4 & 5",18-24,M,WHITE,,,,,,,,,,,,,,,,,,3799
Passing Too Closely,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE HISPANIC,FELONY,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,M,,TRUE,,,,25-44,M,WHITE HISPANIC,3805
Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE HISPANIC,,,,,,,,,,,,,,,,,,3806
Backing Unsafely,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,WHITE HISPANIC,FELONY,"LARCENY,GRAND FROM STORE-SHOPL",CHAIN STORE,UNKNOWN,BLACK,M,UNKNOWN,UNKNOWN,D,,,,,,,,,3807
Following Too Closely,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,ASSAULT 3,25-44,M,ASIAN / PACIFIC ISLANDER,VIOLATION,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,25-44,WHITE,M,25-44,WHITE,M,,,,,,,,,3808
Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE,MISDEMEANOR,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE-HOUSE,(null),(null),(null),UNKNOWN,UNKNOWN,F,,FALSE,25-44,M,BLACK,18-24,M,BLACK HISPANIC,3809
Failure to Yield Right-of-Way,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",RESIDENCE-HOUSE,(null),(null),(null),25-44,ASIAN / PACIFIC ISLANDER,M,,,,,,,,,3810
Failure to Yield Right-of-Way,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,,,,,,,,,,,,,,,,,,3811
Failure to Yield Right-of-Way,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE,MISDEMEANOR,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,18-24,WHITE,F,,,,,,,,,3812
Failure to Yield Right-of-Way,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,ASSAULT 3,25-44,M,WHITE,FELONY,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",RESIDENCE-HOUSE,(null),(null),(null),65+,WHITE,M,,,,,,,,,3813
Backing Unsafely,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,WHITE,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",RESIDENCE - APT. HOUSE,65+,WHITE,F,UNKNOWN,UNKNOWN,M,,,,,,,,,3814
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"MARIJUANA, POSSESSION 4 & 5",18-24,M,WHITE,,,,,,,,,,PVT HOUSE,FALSE,,,,25-44,M,BLACK,3815
Following Too Closely,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,,,,,,,,,,,,,,,,,,,,,,3816
Alcohol Involvement,Sedan,Sedan,,ASSAULT 3,45-64,M,WHITE HISPANIC,,,,,,,,,,,,,,,,,,3817
Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Sedan,"INTOXICATED DRIVING,ALCOHOL",45-64,M,WHITE,FELONY,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE-HOUSE,25-44,WHITE,F,<18,WHITE,F,,,,,,,,,3818
Driver Inattention/Distraction,Sedan,Sedan,Sedan,CRIMINAL MIS 2 & 3,45-64,M,WHITE,,,,,,,,,,,,,,,,,,3819
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"INTOXICATED DRIVING,ALCOHOL",25-44,M,WHITE,,,,,,,,,,,,,,,,,,3861
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,BLACK,FELONY,"LARCENY,GRAND BY DISHONEST EMP",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,45-64,WHITE,M,,,,,,,,,3862
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Sedan,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",25-44,M,BLACK,FELONY,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,UNKNOWN,WHITE,M,25-44,WHITE,F,COMMERCIAL BLDG,FALSE,45-64,M,WHITE HISPANIC,25-44,M,WHITE,3863
Driver Inattention/Distraction,PASSENGER VEHICLE,Sedan,Station Wagon/Sport Utility Vehicle,"NY STATE LAWS,UNCLASSIFIED MISDEMEANOR",25-44,M,BLACK,MISDEMEANOR,"SEXUAL ABUSE 3,2",PARK/PLAYGROUND,18-24,BLACK,F,18-24,BLACK,F,,,,,,,,,3864
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,BLACK,MISDEMEANOR,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,M,UNKNOWN,UNKNOWN,D,,,,,,,,,3865
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"THEFT OF SERVICES, UNCLASSIFIED",25-44,M,BLACK,FELONY,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE,F,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,18-24,M,BLACK,3866
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Sedan,"TRESPASS 2, CRIMINAL",25-44,M,BLACK,MISDEMEANOR,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,M,45-64,WHITE HISPANIC,F,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK,3867
Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,"GAMBLING 2,PROMOTING,UNCLASSIFIED",<18,M,WHITE HISPANIC,,,,,,,,,,,,,,,,,,3868
Obstruction/Debris,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,"INTOXICATED DRIVING,ALCOHOL",25-44,M,BLACK,MISDEMEANOR,"FRAUD,UNCLASSIFIED-MISDEMEANOR",OTHER,UNKNOWN,UNKNOWN,U,25-44,WHITE,M,,,,,,,,,3869
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"MARIJUANA, POSSESSION 4 & 5",18-24,M,WHITE HISPANIC,FELONY,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",RESIDENCE-HOUSE,(null),(null),(null),65+,WHITE,M,,,,,,,,,3870
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE,FELONY,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,UNKNOWN,WHITE,M,45-64,BLACK,F,PVT HOUSE,FALSE,18-24,M,WHITE HISPANIC,25-44,M,WHITE,3871
Passing Too Closely,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,U.S. CODE UNCLASSIFIED,25-44,M,BLACK,,,,,,,,,,,,,,,,,,3878
Passing Too Closely,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE HISPANIC,FELONY,UNAUTHORIZED USE VEHICLE 3,STREET,25-44,UNKNOWN,M,25-44,WHITE HISPANIC,F,,,,,,,,,3879
Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE HISPANIC,FELONY,"LARCENY,GRAND BY DISHONEST EMP",COMMERCIAL BUILDING,(null),(null),(null),45-64,WHITE,M,PVT HOUSE,FALSE,18-24,M,WHITE HISPANIC,18-24,M,WHITE,3880
Backing Unsafely,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,PASSENGER VEHICLE,ASSAULT 3,25-44,M,WHITE HISPANIC,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,18-24,WHITE HISPANIC,M,,,,,,,,,3881
Failure to Yield Right-of-Way,Sedan,Sedan,PASSENGER VEHICLE,"TRAFFIC,UNCLASSIFIED MISDEMEAN",18-24,M,WHITE,,,,,,,,,,,,,,,,,,3882
Following Too Closely,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,PROSTITUTION,25-44,M,WHITE HISPANIC,,,,,,,,,,,,,,,,,,3883
Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE-HOUSE,45-64,WHITE,F,<18,WHITE,M,,,,,,,,,3884
Following Too Closely,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,WHITE,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE-HOUSE,<18,WHITE,M,25-44,ASIAN / PACIFIC ISLANDER,M,,,,,,,,,3885
Following Too Closely,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",18-24,M,WHITE,MISDEMEANOR,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,UNKNOWN,ASIAN / PACIFIC ISLANDER,F,45-64,WHITE HISPANIC,F,,,,,,,,,3886
Following Too Closely,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,MISDEMEANOR,"LARCENY,PETIT OF VEHICLE ACCES",STREET,(null),(null),(null),25-44,WHITE,M,,,,,,,,,3887
Backing Unsafely,Sedan,Sedan,,"PUBLIC ADMINISTRATION,UNCLASSI",25-44,M,WHITE,,,,,,,,,,,,,,,,,,3888
Failure to Yield Right-of-Way,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",RESIDENCE - APT. HOUSE,25-44,ASIAN / PACIFIC ISLANDER,M,25-44,ASIAN / PACIFIC ISLANDER,F,,,,,,,,,3889
Following Too Closely,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"INTOXICATED DRIVING,ALCOHOL",25-44,M,WHITE,,,,,,,,,,,,,,,,,,3890
Driver Inattention/Distraction,Sedan,,,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",25-44,M,WHITE,,,,,,,,,,,,,,,,,,3893
Following Too Closely,4 dr sedan,4 dr sedan,,,,,,,,,,,,,,,,,,,,,,,3898
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Sedan,"THEFT OF SERVICES, UNCLASSIFIED",25-44,M,BLACK,VIOLATION,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,45-64,WHITE,F,MULTI DWELL - APT BUILD,TRUE,65+,M,BLACK HISPANIC,45-64,F,WHITE HISPANIC,3937
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,BLACK,FELONY,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE,F,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,25-44,M,BLACK,3938
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"THEFT OF SERVICES, UNCLASSIFIED",25-44,M,BLACK,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,45-64,ASIAN / PACIFIC ISLANDER,M,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,25-44,M,BLACK HISPANIC,3939
Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,BLACK,,,,,,,,,,,,,,,,,,3940
Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,25-44,M,BLACK,FELONY,SEXUAL ABUSE,RESIDENCE - PUBLIC HOUSING,UNKNOWN,UNKNOWN,M,<18,UNKNOWN,F,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK,3941
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"MARIJUANA, POSSESSION 4 & 5",25-44,M,BLACK,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,M,25-44,BLACK,F,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK,3942
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,BLACK,,,,,,,,,,,FALSE,18-24,M,BLACK,25-44,M,BLACK,3943
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,BLACK,FELONY,"NY STATE LAWS,UNCLASSIFIED FEL",HOMELESS SHELTER,UNKNOWN,WHITE HISPANIC,M,UNKNOWN,UNKNOWN,E,,,,,,,,,3944
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,,"US CODE,UNCLASSIFIED",25-44,M,BLACK,,,,,,,,,,,,,,,,,,3950
Backing Unsafely,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,"MARIJUANA, POSSESSION 4 & 5",25-44,M,WHITE HISPANIC,,,,,,,,,,,FALSE,18-24,M,BLACK,18-24,M,WHITE,3954
Failure to Yield Right-of-Way,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,ASSAULT 3,25-44,M,WHITE HISPANIC,FELONY,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",RESIDENCE-HOUSE,25-44,ASIAN / PACIFIC ISLANDER,M,25-44,ASIAN / PACIFIC ISLANDER,M,,,,,,,,,3955
Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,ASSAULT 3,25-44,M,WHITE HISPANIC,MISDEMEANOR,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,18-24,BLACK,M,25-44,WHITE HISPANIC,F,,,,,,,,,3956
Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,Sedan,PASSENGER VEHICLE,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,WHITE HISPANIC,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",STREET,(null),(null),(null),45-64,WHITE,M,,,,,,,,,3957
Following Too Closely,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"INTOXICATED DRIVING,ALCOHOL",25-44,M,WHITE,MISDEMEANOR,VIOLATION OF ORDER OF PROTECTI,RESIDENCE-HOUSE,25-44,WHITE,F,45-64,WHITE,M,,,,,,,,,3958
Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE,,,,,,,,,,,FALSE,25-44,M,WHITE,25-44,M,WHITE,3959
Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,ASSAULT 3,25-44,M,WHITE,,,,,,,,,,,,,,,,,,3960
Failure to Yield Right-of-Way,Sedan,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",25-44,M,WHITE,,,,,,,,,,,FALSE,,,,18-24,M,ASIAN / PACIFIC ISLANDER,3961
Following Too Closely,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"INTOXICATED DRIVING,ALCOHOL",25-44,M,WHITE,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",RESIDENCE - APT. HOUSE,(null),(null),(null),65+,WHITE,F,,,,,,,,,3962
Following Too Closely,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,"INTOXICATED DRIVING,ALCOHOL",25-44,M,WHITE,,,,,,,,,,,,,,,,,,3963
Following Too Closely,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"MARIJUANA, POSSESSION 4 & 5",25-44,M,WHITE HISPANIC,,,,,,,,,,,,,,,,,,3964
Passing Too Closely,Station Wagon/Sport Utility Vehicle,,,,,,,,,,,,,,,,,,,,,,,,3965
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,WHITE,,,,,,,,,,,,,,,,,,4012
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"NY STATE LAWS,UNCLASSIFIED VIOLATION",25-44,M,BLACK,FELONY,UNAUTHORIZED USE VEHICLE 3,RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE,M,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,25-44,M,BLACK,4013
Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,25-44,M,BLACK,FELONY,RAPE 1,RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,M,18-24,WHITE HISPANIC,F,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,25-44,M,BLACK,4014
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,BLACK,FELONY,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,65+,BLACK,M,,,,,,,,,4015
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"THEFT OF SERVICES, UNCLASSIFIED",25-44,M,BLACK,MISDEMEANOR,AGGRAVATED HARASSMENT 2,RESIDENCE - PUBLIC HOUSING,UNKNOWN,UNKNOWN,U,25-44,BLACK,F,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,25-44,M,BLACK,4016
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"THEFT OF SERVICES, UNCLASSIFIED",25-44,M,BLACK,MISDEMEANOR,UNAUTH. SALE OF TRANS. SERVICE,TRANSIT - NYC SUBWAY,UNKNOWN,BLACK,M,UNKNOWN,UNKNOWN,F,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,25-44,M,BLACK,4017
Driver Inattention/Distraction,Sedan,Sedan,PASSENGER VEHICLE,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,BLACK,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,M,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,18-24,M,BLACK,4018
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"MARIJUANA, POSSESSION 4 & 5",25-44,M,BLACK,MISDEMEANOR,AGGRAVATED HARASSMENT 2,RESIDENCE - PUBLIC HOUSING,25-44,WHITE HISPANIC,F,25-44,WHITE HISPANIC,F,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK,4019
Unsafe Lane Changing,Sedan,Sedan,Sedan,"CONTROLLED SUBSTANCE, POSSESSI",25-44,M,BLACK,,,,,,,,,,,,,,,,,,4020
Driver Inattention/Distraction,OTHER,Tractor Truck Diesel,,"TRESPASS 3, CRIMINAL",25-44,M,WHITE HISPANIC,,,,,,,,,,,,,,,,,,4021
Driverless/Runaway Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE HISPANIC,,,,,,,,,,,,,,,,,,4030
Passing Too Closely,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",18-24,M,WHITE HISPANIC,,,,,,,,,,,,,,,,,,4031
Following Too Closely,Sedan,Sedan,Sedan,"MARIJUANA, POSSESSION 4 & 5",25-44,M,WHITE,,,,,,,,,,,,,,,,,,4032
Following Too Closely,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"INTOXICATED DRIVING,ALCOHOL",25-44,M,WHITE,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",RESIDENCE-HOUSE,(null),(null),(null),25-44,WHITE,M,,,,,,,,,4033
Failure to Yield Right-of-Way,Sedan,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,ASSAULT 3,25-44,M,WHITE,,,,,,,,,,,,,,,,,,4034
